"id";"qid";"lang";"source";"Remarks";"Dclt"
166;13;"Swift";"class Solution {
    func colorBorder(_ grid: [[Int]], _ r0: Int, _ 
c0: Int, _ color: Int) -> [[Int]] {
        
    }
}";"";"2020-03-25 15:17:53"
167;13;"Ruby";"# @param {Integer[][]} grid";"";"2020-03-25 15:17:53"
168;13;"Python";"class Solution(object):
    def colorBorder(self, grid, r0, c0, color):
        """"""
        :type grid: List[List[int]]
        :type r0: int
        :type c0: int
        :type color: int
        :rtype: List[List[int]]
        """"""";"";"2020-03-25 15:17:53"
169;14;"C#";"public class Solution {
    public string LicenseKeyFormatting(string S, 
int K) {
 
    }
}";"";"2020-03-25 15:17:53"
170;14;"Java";"class Solution {
    public String licenseKeyFormatting(String S, 
int K) {
 
    }
}";"";"2020-03-25 15:17:53"
171;14;"Rust";"impl Solution {
    pub fn license_key_formatting(s: String, k: i32)
 -> String {
        
    }
}";"";"2020-03-25 15:17:53"
172;14;"C";"char * licenseKeyFormatting(char * S, int K){
 
}";"";"2020-03-25 15:17:53"
173;14;"Scala";"object Solution {
    def licenseKeyFormatting(S: String, K: Int): 
String = {
 
    }
}";"";"2020-03-25 15:17:53"
174;14;"Go";"func licenseKeyFormatting(S string, K int) string {
 
}";"";"2020-03-25 15:17:53"
175;14;"Kotlin";"class Solution {
    fun licenseKeyFormatting(S: String, K: Int): 
String {
 
    }
}";"";"2020-03-25 15:17:53"
176;14;"Python3";"class Solution:
    def licenseKeyFormatting(self, S: str, K: int) 
-> str:";"";"2020-03-25 15:17:53"
177;14;"JavaScript";"/**
 * @param {string} S
 * @param {number} K
 * @return {string}
 */
var licenseKeyFormatting = function(S, K) {
 
};";"";"2020-03-25 15:17:53"
178;14;"PHP";"class Solution {
 
    /**
     * @param String $S
     * @param Integer $K
     * @return String
     */
    function licenseKeyFormatting($S, $K) {
        
    }
}";"";"2020-03-25 15:17:53"
179;14;"Swift";"class Solution {
    func licenseKeyFormatting(_ S: String, _ K: Int)
 -> String {
        
    }
}";"";"2020-03-25 15:17:53"
180;14;"Ruby";"# @param {String} s
# @param {Integer} k
# @return {String}
def license_key_formatting(s, k)
 
end";"";"2020-03-25 15:17:53"
181;14;"Python";"class Solution(object):
    def licenseKeyFormatting(self, S, K):
        """"""
        :type S: str
        :type K: int
        :rtype: str
        """"""";"";"2020-03-25 15:17:53"
182;15;"C#";"public class Solution {
    public bool BackspaceCompare(string S, string T)
 {
 
    }
}";"";"2020-03-25 15:17:53"
183;15;"Java";"class Solution {
    public boolean backspaceCompare(String S, 
String T) {
 
    }
}";"";"2020-03-25 15:17:53"
184;15;"C";"bool backspaceCompare(char * S, char * T){
 
}";"";"2020-03-25 15:17:53"
185;15;"Rust";"impl Solution {
    pub fn backspace_compare(s: String, t: String) 
-> bool {
        
    }
}";"";"2020-03-25 15:17:53"
186;15;"Scala";"object Solution {
    def backspaceCompare(S: String, T: String): 
Boolean = {
 
    }
}";"";"2020-03-25 15:17:53"
187;15;"Go";"func backspaceCompare(S string, T string) bool {
 
}";"";"2020-03-25 15:17:53"
188;15;"Kotlin";"class Solution {
    fun backspaceCompare(S: String, T: String): 
Boolean {
 
    }
}";"";"2020-03-25 15:17:53"
189;15;"Python3";"class Solution:
    def backspaceCompare(self, S: str, T: str) -> 
bool:";"";"2020-03-25 15:17:53"
190;15;"JavaScript";"/**
 * @param {string} S
 * @param {string} T
 * @return {boolean}
 */
var backspaceCompare = function(S, T) {
 
};";"";"2020-03-25 15:17:53"
191;15;"PHP";"class Solution {
 
    /**
     * @param String $S
     * @param String $T
     * @return Boolean
     */
    function backspaceCompare($S, $T) {
        
    }
}";"";"2020-03-25 15:17:53"
192;15;"Swift";"class Solution {
    func backspaceCompare(_ S: String, _ T: String) 
-> Bool {
        
    }
}";"";"2020-03-25 15:17:53"
193;15;"Ruby";"# @param {String} s";"";"2020-03-25 15:17:53"
194;15;"Python";"class Solution(object):
    def backspaceCompare(self, S, T):
        """"""
        :type S: str
        :type T: str
        :rtype: bool
        """"""";"";"2020-03-25 15:17:53"
195;16;"C#";"public class Solution {
    public int DistinctSubseqII(string S) {
 
    }
}";"";"2020-03-25 15:17:53"
196;16;"Java";"class Solution {
    public int distinctSubseqII(String S) {
 
    }
}";"";"2020-03-25 15:17:53"
197;16;"Rust";"impl Solution {
    pub fn distinct_subseq_ii(s: String) -> i32 {
        
    }
}";"";"2020-03-25 15:17:53"
198;16;"C";"int distinctSubseqII(char * S){
 
}";"";"2020-03-25 15:17:53"
199;16;"Scala";"object Solution {
    def distinctSubseqII(S: String): Int = {
 
    }
}";"";"2020-03-25 15:17:53"
200;16;"Go";"func distinctSubseqII(S string) int {
 
}";"";"2020-03-25 15:17:53"
201;16;"Kotlin";"class Solution {
    fun distinctSubseqII(S: String): Int {
 
    }
}";"";"2020-03-25 15:17:53"
202;16;"Python3";"class Solution:
    def distinctSubseqII(self, S: str) -> int:";"";"2020-03-25 15:17:53"
203;16;"JavaScript";"/**
 * @param {string} S
 * @return {number}
 */
var distinctSubseqII = function(S) {
 
};";"";"2020-03-25 15:17:53"
204;16;"PHP";"class Solution {";"";"2020-03-25 15:17:53"
205;16;"Swift";"class Solution {
    func distinctSubseqII(_ S: String) -> Int {
        
    }
}";"";"2020-03-25 15:17:53"
206;16;"Ruby";"# @param {String} s
# @return {Integer}
def distinct_subseq_ii(s)
 
end";"";"2020-03-25 15:17:53"
207;16;"Python";"class Solution(object):
    def distinctSubseqII(self, S):
        """"""
        :type S: str
        :rtype: int
        """"""";"";"2020-03-25 15:17:53"
208;17;"C#";"public class Solution {
    public string[] FindWords(string[] words) {
 
    }
}";"";"2020-03-25 15:17:53"
209;17;"Java";"class Solution {
    public String[] findWords(String[] words) {
 
    }
}";"";"2020-03-25 15:17:53"
210;17;"Rust";"impl Solution {
    pub fn find_words(words: Vec<String>) -> 
Vec<String> {
        
    }
}";"";"2020-03-25 15:17:53"
211;17;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
char ** findWords(char ** words, int wordsSize, 
int* returnSize){
 
}";"";"2020-03-25 15:17:53"
212;17;"Scala";"object Solution {
    def findWords(words: Array[String]): Array
[String] = {
 
    }
}";"";"2020-03-25 15:17:53"
213;17;"Go";"func findWords(words []string) []string {
 
}";"";"2020-03-25 15:17:53"
214;17;"Kotlin";"class Solution {
    fun findWords(words: Array<String>): 
Array<String> {
 
    }
}";"";"2020-03-25 15:17:53"
215;17;"Python3";"class Solution:
    def findWords(self, words: List[str]) -> List
[str]:";"";"2020-03-25 15:17:53"
216;17;"JavaScript";"/**
 * @param {string[]} words
 * @return {string[]}
 */
var findWords = function(words) {
 
};";"";"2020-03-25 15:17:53"
217;17;"PHP";"class Solution {
 
    /**
     * @param String[] $words
     * @return String[]
     */
    function findWords($words) {
        
    }
}";"";"2020-03-25 15:17:53"
218;17;"Swift";"class Solution {
    func findWords(_ words: [String]) -> [String] {
        
    }
}";"";"2020-03-25 15:17:53"
219;17;"Ruby";"# @param {String[]} words
# @return {String[]}
def find_words(words)
 
end";"";"2020-03-25 15:17:53"
220;17;"Python";"class Solution(object):
    def findWords(self, words):
        """"""
        :type words: List[str]
        :rtype: List[str]
        """"""";"";"2020-03-25 15:17:53"
221;18;"C#";"public class Solution {
    public int MaxEnvelopes(int[][] envelopes) {
 
    }
}";"";"2020-03-25 15:17:53"
222;18;"Java";"class Solution {
    public int maxEnvelopes(int[][] envelopes) {
 
    }
}";"";"2020-03-25 15:17:53"
223;18;"C";"int maxEnvelopes(int** envelopes, int envelopesSize,
 int* envelopesColSize){
 
}";"";"2020-03-25 15:17:53"
224;18;"Rust";"impl Solution {
    pub fn max_envelopes(envelopes: Vec<Vec<i32>>) 
-> i32 {
        
    }
}";"";"2020-03-25 15:17:53"
225;18;"Scala";"object Solution {
    def maxEnvelopes(envelopes: Array[Array[Int]]): 
Int = {
 
    }
}";"";"2020-03-25 15:17:53"
226;18;"Go";"func maxEnvelopes(envelopes [][]int) int {
 
}";"";"2020-03-25 15:17:53"
227;18;"Kotlin";"class Solution {
    fun maxEnvelopes(envelopes: Array<IntArray>): 
Int {
 
    }
}";"";"2020-03-25 15:17:53"
228;18;"Python3";"class Solution:
    def maxEnvelopes(self, envelopes: List[List[int]
]) -> int:";"";"2020-03-25 15:17:53"
229;18;"JavaScript";"/**
 * @param {number[][]} envelopes
 * @return {number}
 */
var maxEnvelopes = function(envelopes) {
 
};";"";"2020-03-25 15:17:53"
230;18;"PHP";"class Solution {
 
    /**
     * @param Integer[][] $envelopes
     * @return Integer
     */
    function maxEnvelopes($envelopes) {
        
    }
}";"";"2020-03-25 15:17:53"
231;18;"Swift";"class Solution {
    func maxEnvelopes(_ envelopes: [[Int]]) -> Int {
        
    }
}";"";"2020-03-25 15:17:53"
232;18;"Ruby";"# @param {Integer[][]} envelopes
# @return {Integer}
def max_envelopes(envelopes)
 
end";"";"2020-03-25 15:17:53"
233;18;"Python";"class Solution(object):
    def maxEnvelopes(self, envelopes):
        """"""
        :type envelopes: List[List[int]]
        :rtype: int
        """"""";"";"2020-03-25 15:17:53"
234;19;"C#";"public class Solution {
    public int[][] KClosest(int[][] points, int K) {
 
    }
}";"";"2020-03-25 15:17:53"
235;19;"Java";"class Solution {
    public int[][] kClosest(int[][] points, int K) {
 
    }
}";"";"2020-03-25 15:17:53"
236;19;"C";"/**
 * Return an array of arrays of size *returnSize.
 * The sizes of the arrays are returned as 
*returnColumnSizes array.
 * Note: Both returned array and *columnSizes array 
must be malloced, assume caller calls free().
 */
int** kClosest(int** points, int pointsSize, int* 
pointsColSize, int K, int* returnSize, int** 
returnColumnSizes){
 
}";"";"2020-03-25 15:17:53"
237;19;"Rust";"impl Solution {
    pub fn k_closest(points: Vec<Vec<i32>>, k: i32) 
-> Vec<Vec<i32>> {
        
    }
}";"";"2020-03-25 15:17:53"
238;19;"Scala";"object Solution {
    def kClosest(points: Array[Array[Int]], K: Int)
: Array[Array[Int]] = {
 
    }
}";"";"2020-03-25 15:17:53"
239;19;"Go";"func kClosest(points [][]int, K int) [][]int {
 
}";"";"2020-03-25 15:17:53"
240;19;"Kotlin";"class Solution {
    fun kClosest(points: Array<IntArray>, K: Int): 
Array<IntArray> {
 
    }
}";"";"2020-03-25 15:17:53"
